id,month,seendate,title,domain,sourcecountry,relevant,sentiment,theme
208,2022-02,20220221T090000Z,Airtel joins undersea cable consortium,uniindia.com,India,no,neutral,other
209,2022-02,20220221T100000Z,Data Centers and Housing Units Seen to Spearhead Growth of Real Estate Sector,lamudi.com.ph,Philippines,yes,positive,investment_buildout
210,2022-02,20220221T103000Z,GLP plans 900MW data center expansion in Japan,datacenterdynamics.com,United States,yes,positive,investment_buildout
211,2022-02,20220221T104500Z,Shamus McGillicuddy,networkcomputing.com,United States,no,neutral,other
212,2022-02,20220221T104500Z,Data Center Network Automation has a Data Problem,networkcomputing.com,United States,yes,negative,tech_operations
213,2022-02,20220221T110000Z,Lew Blodgett carves a path : 98 - year - old trail worker still going strong,news.yahoo.com,United States,no,neutral,other
214,2022-02,20220221T110000Z,"Digital Realty / Brookfield JV acquires 10 acres in Chennai , India",datacenterdynamics.com,United States,yes,positive,investment_buildout
215,2022-02,20220221T111500Z,"DGAP - News : Northern Data : Change in the Management Board ; Christopher Yoshida takes over the Finance Department , Magyar Tőkepiac",magyartokepiac.hu,Hungary,no,neutral,other
216,2022-02,20220221T114500Z,"Cyber Insurance Market to Eyewitness Major Growth by 2030 | American International Group , Munich Re , Berkshire Hathaway",digitaljournal.com,United States,no,neutral,other
217,2022-02,20220221T120000Z,Power 100 : N – Z,njbiz.com,United States,no,neutral,other
218,2022-02,20220221T121500Z,IT News Online - Intel Provides New Intel Xeon Roadmap Extending Through 2024,itnewsonline.com,United States,no,neutral,other
219,2022-02,20220221T121500Z,The Need for a Zero Trust Edge Strategy - mid - east . info,menafn.com,Qatar,no,neutral,other
220,2022-02,20220221T123000Z,Singapore GLP To Invest $13 Billion In Maiden Data Center Projects In Japan As Digital Economy Booms,forbes.com,United States,yes,positive,investment_buildout
221,2022-02,20220221T123000Z,Middle East and Africa $12 . 19 Billion Data Center Markets,globenewswire.com,United States,yes,positive,investment_buildout
222,2022-02,20220221T131500Z,Why open source is essential in a cloud era,updatesnews.com,United States,no,neutral,other
223,2022-02,20220221T133000Z,Schneider Electric recognized as a Leader in the independent research firm report : Green Quadrant : IoT Platforms for Smart Buildings 2022,harbourtimes.com,Hong Kong,no,neutral,other
224,2022-02,20220221T133000Z,Future proof your power supply : an interview with AB Energy Jan Buijk,datacenterdynamics.com,United States,yes,neutral,energy_grid
225,2022-02,20220221T134500Z,"China empowers green , digital future with mega data project - Xinhua",english.news.cn,,yes,positive,investment_buildout
226,2022-02,20220221T134500Z,Global Temperatures since 1850 | ScienceBlogs,scienceblogs.com,United States,no,neutral,other
227,2022-02,20220221T134500Z,Airtel & Jio are now rivals in undersea cable networks too,techradar.com,United Kingdom,no,neutral,other
228,2022-02,20220221T144500Z,"Artificial Intelligence : The future is data capture , not machine learning",timesofindia.indiatimes.com,India,no,neutral,other
229,2022-02,20220221T144500Z,Schneider Electric Introduces Infrastructure of the Future,digitaljournal.com,United States,no,neutral,other
230,2022-02,20220221T150000Z,Airtel joins undersea cable consortium to scale high - speed ... ,menafn.com,Qatar,no,neutral,other
231,2022-02,20220221T153000Z,  Final Fantasy 14  free trial returns on February 22nd,engadget.com,Japan,no,neutral,other
232,2022-02,20220221T160000Z,"AZ Big Spotlight : United Aviate Academy , Dickinson Wright , Sundt , RE / MAX",azbigmedia.com,United States,no,neutral,other
233,2022-02,20220221T161500Z,This REIT Is Absurdly Cheap Right Now,fool.com,United States,no,neutral,other
234,2022-02,20220221T170000Z,"Khalid Parekh , Founder & CEO of FAIR Bank and AMSYS , Accepted into Forbes Finance Council",prweb.com,United States,no,neutral,other
235,2022-02,20220221T174500Z,UK to offer fourth coronavirus vaccine shot to people 75 and over,msn.com,United States,no,neutral,other
236,2022-02,20220221T180000Z,"Geothermal - Geothermal Solution to Help End - of - Life Oil and Gas Well Profitability  - Renewable Energy Magazine , at the heart of clean energy journalism",renewableenergymagazine.com,United States,no,neutral,other
237,2022-02,20220221T181500Z,Improving digital government experience | Federal News Network,federalnewsnetwork.com,,no,neutral,other
238,2022-02,20220221T184500Z,Bit Mining abandons plans to build cryptomine data center in Kazakhstan,datacenterdynamics.com,United States,yes,negative,investment_buildout
239,2022-02,20220221T184500Z,Understanding America Labor Shortage | U . S . Chamber of Commerce,uschamber.com,United States,no,neutral,other
240,2022-02,20220221T191500Z,VMware : The 7 Requirements of Highly Effective Load Balancers,marketscreener.com,,no,neutral,other
241,2022-02,20220221T211500Z,Hyper - Converged Infrastructure ( HCI ) Market to Rise at an Elliptical 26 . 8 - GR till 2028 ; Rising adoption of hybrid cloud technology,bignewsnetwork.com,United States,no,neutral,other
242,2022-02,20220221T214500Z,Final Fantasy XIV free trial returns on February 22 ahead of graphical update,techspot.com,United States,no,neutral,other
243,2022-02,20220221T224500Z,Surprise ! The Straight - Shooter Highly Patriotic Good Guy Organization the CIA Has Been Spying on Americans,freerepublic.com,United States,no,neutral,other
244,2022-02,20220221T224500Z,Danish Defense Intelligence Chief Is Jailed by Social Democratic Government Possibly to Protect U . S . Spy Programs,strategic-culture.org,Russia,no,neutral,other
245,2022-02,20220222T000000Z,Meta Plans $800M Hyperscale Campus In Idaho As It Continues To Explore New Data Center Markets,bisnow.com,United States,yes,positive,investment_buildout
246,2022-02,20220227T021500Z,Elon Musk Makes an Important Gesture Toward Ukraine,thestreet.com,United States,no,neutral,other
247,2022-02,20220227T050000Z,The Staggering Ecological Impacts of Computation and the Cloud – The Wire Science,science.thewire.in,,yes,negative,environment_water
248,2022-02,20220227T093000Z,"Unions : Pandemic , job openings favor worker gains",wcfcourier.com,United States,no,neutral,other
249,2022-02,20220227T104500Z,Iron Mountain Incorporated ( NYSE : IRM ) Shares Sold by Royal Bank of Canada,etfdailynews.com,United States,no,neutral,other
250,2022-02,20220227T111500Z,West to cut select Russian banks off from SWIFT international payment system,datacenterdynamics.com,United States,no,neutral,other
251,2022-02,20220227T134500Z,Broadcom Inc . ( NASDAQ : AVGO ) Given Average Rating of  Buy  by Brokerages,etfdailynews.com,United States,no,neutral,other
252,2022-02,20220227T141500Z,LETTER : Opposition to rural area data centers more than a NIMBY concern,princewilliamtimes.com,United States,yes,negative,community_opposition
253,2022-02,20220227T150000Z,3 REITs That Could Soar in 2022 | The Motley Fool,fool.com,United States,no,neutral,other
254,2022-02,20220227T160000Z,Oregon Latino communities flourish as their populations grow,msn.com,United States,no,neutral,other
255,2022-02,20220227T174500Z,"Buenos Aires , Argentina , Schema - Root news",schema-root.org,United States,no,neutral,other
256,2022-02,20220227T174500Z,13 Creepiest Abandoned Mental Asylums and Hospitals in New York,wblk.com,United States,no,neutral,other
257,2022-02,20220227T203000Z,SSDs could squeeze hard drives out the data center sooner than you think,techradar.com,United Kingdom,yes,positive,tech_operations
258,2022-02,20220228T030000Z,Huawei : Breaking Down 5 Misconceptions to Accelerate Green Development,finanznachrichten.de,Germany,no,neutral,other
259,2022-02,20220228T040000Z,Nutanix Launches New Product Portfolio to Ease Path to Hybrid,ryt9.com,Thailand,no,neutral,other
260,2022-02,20220228T070000Z,Tracking real estate growth in the Asia - Pacific - BusinessWorld Online,bworldonline.com,Philippines,no,neutral,other
261,2022-02,20220228T073000Z,"Riyadh MoU adopts new brand identity , vessel inspection codes",tradearabia.com,United Arab Emirates,no,neutral,other
262,2022-02,20220228T084500Z,"Supermicro Total IT System Portfolio Delivers Industry - Leading , Seamless , Edge - to - Cloud Solutions to Growing 5G and Intelligent - Edge Markets",itnewsonline.com,United States,no,neutral,other
263,2022-02,20220228T084500Z,IT News Online - Intel Launches New Xeon D - 2700 and D - 1700 Processors for the Network and Edge,itnewsonline.com,United States,no,neutral,other
264,2022-02,20220228T084500Z,Barclays Cuts VMware ( NYSE : VMW ) Price Target to $135 . 00,etfdailynews.com,United States,no,neutral,other
265,2022-02,20220228T091500Z,SC Capital launches Asia - Pacific data centre platform,realassets.ipe.com,United Kingdom,yes,positive,investment_buildout
266,2022-02,20220228T094500Z,QCT and DZS to Demonstrate Converged Edge Cloud Blueprint for 5G Network Service Deployment at Mobile World Congress 2022,apnews.com,United States,no,neutral,other
267,2022-02,20220228T094500Z,Microsoft announces winner of Imagine Cup Qatar 2022,menafn.com,Qatar,no,neutral,other
268,2022-02,20220228T103000Z,Contract Furniture and Furnishing Market to Witness Huge Growth,openpr.com,United States,no,neutral,other
269,2022-02,20220228T121500Z,"Singapore SC Capital Partners launches new data center firm , plans hyperscale facility in Seoul",datacenterdynamics.com,United States,yes,positive,investment_buildout
270,2022-02,20220228T121500Z,"No , the Cloud Is Not a Green Technology",informationweek.com,United States,yes,negative,environment_water
271,2022-02,20220228T121500Z,Industry Voice : Private credit outlook,professionalpensions.com,United Kingdom,no,neutral,other
272,2022-02,20220228T133000Z,"Market Sell - Off : 3 Innovative Stocks That Could Turn $200 , 000 Into $1 Million by 2032",fool.com,United States,no,neutral,other
273,2022-02,20220228T133000Z,"The Flash - Native Future is Coming , and Youll Like its Price Tag",networkcomputing.com,United States,yes,positive,tech_operations
274,2022-02,20220228T134500Z,IT News Online - Rakuten Symphony agrees to acquire leading US - based cloud technology company Robin . io to deliver highly integrated telco - cloud for mobile,itnewsonline.com,United States,no,neutral,other
275,2022-02,20220228T140000Z,3 Stocks Witnessing Momentum Anomaly for a Winning Portfolio,entrepreneur.com,United States,no,neutral,other
276,2022-02,20220228T143000Z,Jim Cramer Likes These 5 Stocks - Insider Monkey,insidermonkey.com,United States,no,neutral,other
277,2022-02,20220228T144500Z,ZTE Drives Industrial Innovation With 5G Private Networks,lightreading.com,United States,no,neutral,other
278,2022-02,20220228T154500Z,Kazakhstan government shuts down 13 illegal bitcoin mines,datacenterdynamics.com,United States,yes,negative,policy_regulation
279,2022-02,20220228T160000Z,Google Buys Stake In Bharti Airtel To Funding Affordability & 5G Efforts,inc42.com,India,no,neutral,other
280,2022-02,20220228T164500Z,Siemens and Nexii unveil easy - to - deploy and sustainable electric vehicle charging concept,metaforespress.gr,Greece,no,neutral,other
281,2022-02,20220228T171500Z,Chinese tech giants strive to achieve carbon neutrality - Xinhua,xinhuanet.com,China,no,neutral,other
282,2022-02,20220228T174500Z,4 . 0 magnitude earthquake felt in Ventura County,vcstar.com,United States,no,neutral,other
283,2022-02,20220228T180000Z,Bell Canada implements Google Distributed Cloud Edge platform in its network,siliconangle.com,United States,no,neutral,other
284,2022-02,20220228T180000Z,Rakuten Symphony agrees to acquire leading US - based cloud technology company Robin . io,briefingwire.com,United States,no,neutral,other
285,2022-02,20220228T180000Z,The DOE just went on a cleantech spending spree,morningbrew.com,,no,neutral,other
286,2022-02,20220228T180000Z,QTS Brings Customers Closer to Their Data with New SDP™ Remote Management Solutions,prnewswire.com,United States,yes,positive,tech_operations
287,2022-02,20220228T181500Z,PCI Express VIP from Avery Design Systems Selected by Fungible,hpcwire.com,United States,no,neutral,other
288,2022-02,20220228T183000Z,DCash Shows Why Fedcoin Could Be A Disaster,forbes.com,United States,no,neutral,other
289,2022-02,20220228T191500Z,AMD Brings  Aggressive  CPU Rebates To VARs With New Partner Program : Exclusive,crn.com,United States,no,neutral,other
290,2022-02,20220228T191500Z,Cisco X Factor : How Chuck Robbins Is Taking Partners Into The Future,crn.com,United States,no,neutral,other
291,2022-02,20220228T191500Z,Navigating the Cloud Third Wave : How To Hire Help,eweek.com,United States,no,neutral,other
292,2022-02,20220228T193000Z,Singapore SC Capital Launches SC Zeus Data Centres,mingtiandi.com,China,yes,positive,investment_buildout
293,2022-02,20220228T194500Z,"Worldwide Wireless Mesh Network Industry to 2026 - by Type , Component , Design , Application , End - user Industry and Geography",prnewswire.com,United States,no,neutral,other
294,2022-02,20220228T203000Z,Atos International : Atos : 2021 annual results,finanznachrichten.de,Germany,no,neutral,other
295,2022-02,20220228T204500Z,How to prep for increased Russia - based cyberattacks,csoonline.com,United States,no,neutral,other
296,2022-02,20220228T210000Z,Investegate |Atos International Announcements | Atos International : Atos : 2021 annual results,investegate.co.uk,United Kingdom,no,neutral,other
297,2022-02,20220228T211500Z,Telesat and Liquid Intelligent Technologies ink strategic,globenewswire.com,United States,no,neutral,other
298,2022-02,20220228T213000Z,Workday Announces Fiscal 2022 Fourth Quarter and Full Year Financial Results,prnewswire.com,United States,no,neutral,other
